train1QuestAdvance.keys,train1QuestAdvance.rt,train1Response.keys,train1Response.rt,blocktest1.thisRepN,blocktest1.thisTrialN,blocktest1.thisN,blocktest1.thisIndex,blocktest1.ran,audioTrue,imageTrue,audioFalse,imageFalse,truePos,falsePos,participant,session,date,expName,psychopyVersion,OS,frameRate,train1blocks.thisRepN,train1blocks.thisTrialN,train1blocks.thisN,train1blocks.thisIndex,train1blocks.ran,condFiles,testFiles,skipTrain2Instr.keys,train2QuestAdvance.keys,train2Response.keys,train2Response.rt,blocktest2.thisRepN,blocktest2.thisTrialN,blocktest2.thisN,blocktest2.thisIndex,blocktest2.ran,train2blocks.thisRepN,train2blocks.thisTrialN,train2blocks.thisN,train2blocks.thisIndex,train2blocks.ran,train2QuestAdvance.rt,skipTest1Instr.keys,skipTest1Instr.rt,test1Response.keys,test1Response.rt,test1Loop.thisRepN,test1Loop.thisTrialN,test1Loop.thisN,test1Loop.thisIndex,test1Loop.ran,firstAudio,secondAudio,imageLoc,whichAudio,skipTest2Instr.keys,skipTest2Instr.rt,test2Response.keys,test2Response.rt,test2Loop.thisRepN,test2Loop.thisTrialN,test2Loop.thisN,test2Loop.thisIndex,test2Loop.ran,skipTest3Instr.keys,skipTest3Instr.rt,test3Response.keys,test3Response.rt,test3Loop.thisRepN,test3Loop.thisTrialN,test3Loop.thisN,test3Loop.thisIndex,test3Loop.ran,skipPostTestInstr.keys,skipPostTestInstr.rt,postTestResponse.keys,postTestResponse.rt,postTestLoop.thisRepN,postTestLoop.thisTrialN,postTestLoop.thisN,postTestLoop.thisIndex,postTestLoop.ran,audioA,audioX,audioB,correctLabel,quit.keys,quit.rt
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,aoiConditions/train2Block7.xlsx,aoiConditions/train2Block7Test.xlsx,,,,,,,,,,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/13_kopopi1.wav,pngimages/13_toast.png,trainingaudio/25_tapapi1.wav,pngimages/25_apple.png,0.5,-0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,f,j,0.737865,0,0,0,0,1,,,,,,1.02485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,aoiConditions/train2Block8.xlsx,aoiConditions/train2Block8Test.xlsx,,,,,,,,,,0,7,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/01_kitipi1.wav,pngimages/01_gift.png,trainingaudio/22_kakoki1.wav,pngimages/22_egg.png,-0.5,0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,j,f,0.2997,0,0,0,0,1,,,,,,0.41737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,aoiConditions/train2Block9.xlsx,aoiConditions/train2Block9Test.xlsx,,,,,,,,,,0,8,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/10_tokiti1.wav,pngimages/10_backpack.png,trainingaudio/19_papipi1.wav,pngimages/19_burger.png,0.5,-0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,f,j,1.854115,0,0,0,0,1,,,,,,0.38906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,aoiConditions/train2Block10.xlsx,aoiConditions/train2Block10Test.xlsx,,,,,,,,,,0,9,9,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/04_kitoti2.wav,pngimages/04_ladder.png,trainingaudio/26_kapako1.wav,pngimages/26_pineapple.png,-0.5,0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,j,f,0.37214,0,0,0,0,1,,,,,,0.38668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,aoiConditions/train2Block11.xlsx,aoiConditions/train2Block11Test.xlsx,,,,,,,,,,0,10,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/23_patoko1.wav,pngimages/23_lemon.png,trainingaudio/16_kokapi2.wav,pngimages/16_icecream.png,0.5,-0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,f,j,0.59765,0,0,0,0,1,,,,,,0.31463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,aoiConditions/train2Block12.xlsx,aoiConditions/train2Block12Test.xlsx,,,,,,,,,,0,11,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/08_tipako2.wav,pngimages/08_bell.png,trainingaudio/11_tokiko1.wav,pngimages/11_compass.png,0.5,-0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,j,j,1.033395,0,0,0,0,1,,,,,,0.46859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,aoiConditions/train2Block13.xlsx,aoiConditions/train2Block13Test.xlsx,,,,,,,,,,0,12,12,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/03_kikita3.wav,pngimages/03_box.png,trainingaudio/24_takopa1.wav,pngimages/24_banana.png,-0.5,0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,j,f,0.561405,0,0,0,0,1,,,,,,0.383655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,aoiConditions/train2Block14.xlsx,aoiConditions/train2Block14Test.xlsx,,,,,,,,,,0,13,13,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/10_tokiti1.wav,pngimages/10_backpack.png,trainingaudio/94_kipipi1.wav,pngimages/94_house.png,-0.5,0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,f,f,1.269845,0,0,0,0,1,,,,,,0.37094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/09_tipata2.wav,pngimages/09_plane.png,trainingaudio/14_pokoto1.wav,pngimages/14_coffee.png,-0.5,0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,j,2.94005,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,aoiConditions/train2Block15.xlsx,aoiConditions/train2Block15Test.xlsx,,,,,,,,,,0,14,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/05_titopo2.wav,pngimages/05_megaphone.png,trainingaudio/24_takopa1.wav,pngimages/24_banana.png,-0.5,0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,j,,,0,0,0,0,1,,,,,,0.604805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/08_tipako2.wav,pngimages/08_bell.png,trainingaudio/27_pakapa1.wav,pngimages/27_kiwi.png,0.5,-0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,j,1.470295,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,aoiConditions/train2Block16.xlsx,aoiConditions/train2Block16Test.xlsx,,,,,,,,,,0,15,15,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/25_tapapi1.wav,pngimages/25_apple.png,trainingaudio/13_kopopi1.wav,pngimages/13_toast.png,0.5,-0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,j,f,3.25802,0,0,0,0,1,,,,,,0.52141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/15_kopota3.wav,pngimages/15_barrel.png,trainingaudio/22_kakoki1.wav,pngimages/22_egg.png,0.5,-0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,f,0.42672,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,aoiConditions/train2Block17.xlsx,aoiConditions/train2Block17Test.xlsx,,,,,,,,,,0,16,16,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/02_pitito3.wav,pngimages/02_pallet.png,trainingaudio/23_patoko1.wav,pngimages/23_lemon.png,0.5,-0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,f,j,0.4512,0,0,0,0,1,,,,,,0.447695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/18_popata2.wav,pngimages/18_donut.png,trainingaudio/06_titoka3.wav,pngimages/06_tent.png,-0.5,0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,f,0.35198,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,aoiConditions/train2Block18.xlsx,aoiConditions/train2Block18Test.xlsx,,,,,,,,,,0,17,17,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/16_kokapi2.wav,pngimages/16_icecream.png,trainingaudio/11_tokiko1.wav,pngimages/11_compass.png,-0.5,0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,f,f,0.097525,0,0,0,0,1,,,,,,0.35609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/19_papipi1.wav,pngimages/19_burger.png,trainingaudio/01_kitipi1.wav,pngimages/01_gift.png,0.5,-0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,j,0.248575,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,aoiConditions/train2Block19.xlsx,aoiConditions/train2Block19Test.xlsx,,,,,,,,,,0,18,18,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/07_pitapi2.wav,pngimages/07_suitcase.png,trainingaudio/17_kotako2.wav,pngimages/17_cracker.png,-0.5,0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,j,f,0.0718,0,0,0,0,1,,,,,,0.41657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/03_kikita3.wav,pngimages/03_box.png,trainingaudio/26_kapako1.wav,pngimages/26_pineapple.png,0.5,-0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,j,0.1154,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,aoiConditions/train2Block20.xlsx,aoiConditions/train2Block20Test.xlsx,,,,,,,,,,0,19,19,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/21_papika1.wav,pngimages/21_cheese.png,trainingaudio/04_kitoti2.wav,pngimages/04_ladder.png,-0.5,0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,f,f,0.31595,0,0,0,0,1,,,,,,0.412775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,trainingaudio/20_tatito1.wav,pngimages/20_pizza.png,trainingaudio/12_pokika3.wav,pngimages/12_pie.png,0.5,-0.5,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,j,2.31843,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,j,0.305555,f,0.73456,0,0,0,0,1,trainingaudio/94_kipipi1.wav,trainingaudio/94_kipipi3.wav,pngimages/94_house.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,1.613575,0,1,1,1,1,trainingaudio/19_papipi3.wav,trainingaudio/19_papipi1.wav,pngimages/19_burger.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,f,0.391545,0,2,2,2,1,trainingaudio/21_papika1.wav,trainingaudio/21_papika3.wav,pngimages/21_cheese.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,f,1.456765,0,3,3,3,1,trainingaudio/14_pokoto1.wav,trainingaudio/14_pokoto2.wav,pngimages/14_coffee.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,f,1.054785,0,4,4,4,1,trainingaudio/25_tapapi1.wav,trainingaudio/25_tapapi3.wav,pngimages/25_apple.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,1.448715,0,5,5,5,1,trainingaudio/15_kopota2.wav,trainingaudio/15_kopota3.wav,pngimages/15_barrel.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,0.27686,0,6,6,6,1,trainingaudio/05_titopo3.wav,trainingaudio/05_titopo2.wav,pngimages/05_megaphone.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,f,1.534035,0,7,7,7,1,trainingaudio/09_tipata2.wav,trainingaudio/09_tipata3.wav,pngimages/09_plane.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,f,0.609415,0,8,8,8,1,trainingaudio/20_tatito1.wav,trainingaudio/20_tatito2.wav,pngimages/20_pizza.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,2.93581,0,9,9,9,1,trainingaudio/27_pakapa1.wav,trainingaudio/27_pakapa3.wav,pngimages/27_kiwi.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,0.77172,0,10,10,10,1,trainingaudio/06_titoka2.wav,trainingaudio/06_titoka3.wav,pngimages/06_tent.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,0.181715,0,11,11,11,1,trainingaudio/11_tokiko3.wav,trainingaudio/11_tokiko1.wav,pngimages/11_compass.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,f,2.36154,0,12,12,12,1,trainingaudio/17_kotako3.wav,trainingaudio/17_kotako2.wav,pngimages/17_cracker.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,0.484575,0,13,13,13,1,trainingaudio/24_takopa3.wav,trainingaudio/24_takopa1.wav,pngimages/24_banana.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,0.21761,0,14,14,14,1,trainingaudio/26_kapako3.wav,trainingaudio/26_kapako1.wav,pngimages/26_pineapple.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,f,0.719005,0,15,15,15,1,trainingaudio/02_pitito3.wav,trainingaudio/02_pitito1.wav,pngimages/02_pallet.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,f,0.946085,0,16,16,16,1,trainingaudio/08_tipako2.wav,trainingaudio/08_tipako1.wav,pngimages/08_bell.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,0.09154,0,17,17,17,1,trainingaudio/03_kikita2.wav,trainingaudio/03_kikita3.wav,pngimages/03_box.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,f,0.410635,0,18,18,18,1,trainingaudio/18_popata2.wav,trainingaudio/18_popata3.wav,pngimages/18_donut.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,1.03431,0,19,19,19,1,trainingaudio/04_kitoti1.wav,trainingaudio/04_kitoti2.wav,pngimages/04_ladder.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,0.47536,0,20,20,20,1,trainingaudio/23_patoko3.wav,trainingaudio/23_patoko1.wav,pngimages/23_lemon.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,0.293925,0,21,21,21,1,trainingaudio/07_pitapi3.wav,trainingaudio/07_pitapi2.wav,pngimages/07_suitcase.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,0.15866,0,22,22,22,1,trainingaudio/10_tokiti2.wav,trainingaudio/10_tokiti1.wav,pngimages/10_backpack.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,0.11103,0,23,23,23,1,trainingaudio/22_kakoki3.wav,trainingaudio/22_kakoki1.wav,pngimages/22_egg.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,0.16754,0,24,24,24,1,trainingaudio/13_kopopi2.wav,trainingaudio/13_kopopi1.wav,pngimages/13_toast.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,f,3.449905,0,25,25,25,1,trainingaudio/01_kitipi1.wav,trainingaudio/01_kitipi2.wav,pngimages/01_gift.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,0.392935,0,26,26,26,1,trainingaudio/16_kokapi1.wav,trainingaudio/16_kokapi2.wav,pngimages/16_icecream.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,4.034665,0,27,27,27,1,trainingaudio/12_pokika2.wav,trainingaudio/12_pokika3.wav,pngimages/12_pie.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,0.25005,0,28,28,28,1,trainingaudio/18_popata3.wav,trainingaudio/18_popata2.wav,pngimages/18_donut.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,3.43665,0,29,29,29,1,trainingaudio/25_tapapi1.wav,trainingaudio/25_tapapi2.wav,pngimages/25_apple.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,1.984875,0,30,30,30,1,trainingaudio/05_titopo1.wav,trainingaudio/05_titopo2.wav,pngimages/05_megaphone.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,31,31,1,trainingaudio/20_tatito2.wav,trainingaudio/20_tatito1.wav,pngimages/20_pizza.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,test,001,2020-08-08_11h15.29.823,condition1,2020.1.3,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,j,4.27465,0,32,32,32,1,trainingaudio/16_kokapi2.wav,trainingaudio/16_kokapi1.wav,pngimages/16_icecream.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
